image_name,model,status,input_width,input_height,native_width,native_height,output_width,output_height,inference_seconds,total_seconds,output_path,error
164361969-photo-of-beautiful-young-girl-in-a-casual-clothes.jpg,Swin2SR_realworld_x4,ok,300,450,1200,1800,683,1024,1.4934,2.5711,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Swin2SR_realworld_x4/164361969-photo-of-beautiful-young-girl-in-a-casual-clothes.png,
164361969-photo-of-beautiful-young-girl-in-a-casual-clothes.jpg,UltraSharpV2,ok,300,450,1200,1800,683,1024,14.0531,15.8276,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/UltraSharpV2/164361969-photo-of-beautiful-young-girl-in-a-casual-clothes.png,
178795102-jolie-femme-dans-des-vêtements-à-la-mode-posant-luxe-coiffure-glamour.jpg,AuraSR-v2,ok,300,450,1200,1800,683,1024,1.8754,2.8111,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/AuraSR-v2/178795102-jolie-femme-dans-des-vêtements-à-la-mode-posant-luxe-coiffure-glamour.png,
178795102-jolie-femme-dans-des-vêtements-à-la-mode-posant-luxe-coiffure-glamour.jpg,Real-ESRGAN_x4plus,ok,300,450,1200,1800,683,1024,0.189,1.4246,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Real-ESRGAN_x4plus/178795102-jolie-femme-dans-des-vêtements-à-la-mode-posant-luxe-coiffure-glamour.png,
178795102-jolie-femme-dans-des-vêtements-à-la-mode-posant-luxe-coiffure-glamour.jpg,Swin2SR_realworld_x4,ok,300,450,1200,1800,683,1024,1.5291,2.9269,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Swin2SR_realworld_x4/178795102-jolie-femme-dans-des-vêtements-à-la-mode-posant-luxe-coiffure-glamour.png,
178795102-jolie-femme-dans-des-vêtements-à-la-mode-posant-luxe-coiffure-glamour.jpg,UltraSharpV2,ok,300,450,1200,1800,683,1024,1.5066,2.8483,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/UltraSharpV2/178795102-jolie-femme-dans-des-vêtements-à-la-mode-posant-luxe-coiffure-glamour.png,
360_F_135155053_CeD16Z9JjSBN66YLw8bv1x0UzNT8bWyd.jpg,AuraSR-v2,ok,240,360,960,1440,683,1024,1.1569,1.8312,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/AuraSR-v2/360_F_135155053_CeD16Z9JjSBN66YLw8bv1x0UzNT8bWyd.png,
360_F_135155053_CeD16Z9JjSBN66YLw8bv1x0UzNT8bWyd.jpg,Real-ESRGAN_x4plus,ok,240,360,960,1440,683,1024,0.1466,0.2978,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Real-ESRGAN_x4plus/360_F_135155053_CeD16Z9JjSBN66YLw8bv1x0UzNT8bWyd.png,
360_F_135155053_CeD16Z9JjSBN66YLw8bv1x0UzNT8bWyd.jpg,Swin2SR_realworld_x4,ok,240,360,960,1440,683,1024,1.1335,1.407,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Swin2SR_realworld_x4/360_F_135155053_CeD16Z9JjSBN66YLw8bv1x0UzNT8bWyd.png,
360_F_135155053_CeD16Z9JjSBN66YLw8bv1x0UzNT8bWyd.jpg,UltraSharpV2,ok,240,360,960,1440,683,1024,13.4106,13.5805,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/UltraSharpV2/360_F_135155053_CeD16Z9JjSBN66YLw8bv1x0UzNT8bWyd.png,
closeup-pretty-young-woman-with-long-hair-standing-against-isolated-background_662251-535.avif.png,AuraSR-v2,ok,626,418,2504,1672,1024,684,3.207,4.5897,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/AuraSR-v2/closeup-pretty-young-woman-with-long-hair-standing-against-isolated-background_662251-535.avif.png,
closeup-pretty-young-woman-with-long-hair-standing-against-isolated-background_662251-535.avif.png,Real-ESRGAN_x4plus,ok,626,418,2504,1672,1024,684,0.3608,2.0828,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Real-ESRGAN_x4plus/closeup-pretty-young-woman-with-long-hair-standing-against-isolated-background_662251-535.avif.png,
closeup-pretty-young-woman-with-long-hair-standing-against-isolated-background_662251-535.avif.png,Swin2SR_realworld_x4,ok,626,418,2504,1672,1024,684,2.2187,3.1087,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Swin2SR_realworld_x4/closeup-pretty-young-woman-with-long-hair-standing-against-isolated-background_662251-535.avif.png,
closeup-pretty-young-woman-with-long-hair-standing-against-isolated-background_662251-535.avif.png,UltraSharpV2,ok,626,418,2504,1672,1024,684,3.0002,4.4005,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/UltraSharpV2/closeup-pretty-young-woman-with-long-hair-standing-against-isolated-background_662251-535.avif.png,
istockphoto-1035693082-612x612.jpg,AuraSR-v2,ok,408,612,1632,2448,683,1024,3.2013,4.5337,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/AuraSR-v2/istockphoto-1035693082-612x612.png,
istockphoto-1035693082-612x612.jpg,Real-ESRGAN_x4plus,ok,408,612,1632,2448,683,1024,0.3417,0.5548,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Real-ESRGAN_x4plus/istockphoto-1035693082-612x612.png,
istockphoto-1035693082-612x612.jpg,Swin2SR_realworld_x4,ok,408,612,1632,2448,683,1024,2.2909,2.663,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Swin2SR_realworld_x4/istockphoto-1035693082-612x612.png,
istockphoto-1035693082-612x612.jpg,UltraSharpV2,ok,408,612,1632,2448,683,1024,2.7675,3.0089,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/UltraSharpV2/istockphoto-1035693082-612x612.png,
istockphoto-1303500951-612x612.jpg,AuraSR-v2,ok,408,612,1632,2448,683,1024,3.1755,5.0055,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/AuraSR-v2/istockphoto-1303500951-612x612.png,
istockphoto-1303500951-612x612.jpg,Real-ESRGAN_x4plus,ok,408,612,1632,2448,683,1024,0.3358,1.191,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Real-ESRGAN_x4plus/istockphoto-1303500951-612x612.png,
istockphoto-1303500951-612x612.jpg,Swin2SR_realworld_x4,ok,408,612,1632,2448,683,1024,2.1273,2.6783,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Swin2SR_realworld_x4/istockphoto-1303500951-612x612.png,
istockphoto-1303500951-612x612.jpg,UltraSharpV2,ok,408,612,1632,2448,683,1024,2.8925,3.4068,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/UltraSharpV2/istockphoto-1303500951-612x612.png,
istockphoto-695789866-612x612.jpg,AuraSR-v2,ok,408,612,1632,2448,683,1024,3.1712,4.5439,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/AuraSR-v2/istockphoto-695789866-612x612.png,
istockphoto-695789866-612x612.jpg,Real-ESRGAN_x4plus,ok,408,612,1632,2448,683,1024,0.3227,0.5174,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Real-ESRGAN_x4plus/istockphoto-695789866-612x612.png,
istockphoto-695789866-612x612.jpg,Swin2SR_realworld_x4,ok,408,612,1632,2448,683,1024,2.1564,2.4865,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Swin2SR_realworld_x4/istockphoto-695789866-612x612.png,
istockphoto-695789866-612x612.jpg,UltraSharpV2,ok,408,612,1632,2448,683,1024,2.7618,2.9803,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/UltraSharpV2/istockphoto-695789866-612x612.png,
portrait-of-cheerful-happy-asian-woman-posing-on-white-background-photo.jpg,AuraSR-v2,ok,234,350,936,1400,685,1024,1.158,2.7702,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/AuraSR-v2/portrait-of-cheerful-happy-asian-woman-posing-on-white-background-photo.png,
portrait-of-cheerful-happy-asian-woman-posing-on-white-background-photo.jpg,Real-ESRGAN_x4plus,ok,234,350,936,1400,685,1024,0.1212,2.1341,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Real-ESRGAN_x4plus/portrait-of-cheerful-happy-asian-woman-posing-on-white-background-photo.png,
portrait-of-cheerful-happy-asian-woman-posing-on-white-background-photo.jpg,Swin2SR_realworld_x4,ok,234,350,936,1400,685,1024,1.1607,1.6498,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Swin2SR_realworld_x4/portrait-of-cheerful-happy-asian-woman-posing-on-white-background-photo.png,
portrait-of-cheerful-happy-asian-woman-posing-on-white-background-photo.jpg,UltraSharpV2,ok,234,350,936,1400,685,1024,12.7038,14.1724,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/UltraSharpV2/portrait-of-cheerful-happy-asian-woman-posing-on-white-background-photo.png,
woman-portrait-and-smile-for-style-in-studio-casual-aesthetic-and-confidence-on-white-background-happy-female-person-outfit-and-fashion-on-mockup-space-cool-and-full-body-for-trendy-clothes-photo.jpg,AuraSR-v2,ok,263,350,1052,1400,769,1024,1.4882,2.2872,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/AuraSR-v2/woman-portrait-and-smile-for-style-in-studio-casual-aesthetic-and-confidence-on-white-background-happy-female-person-outfit-and-fashion-on-mockup-space-cool-and-full-body-for-trendy-clothes-photo.png,
woman-portrait-and-smile-for-style-in-studio-casual-aesthetic-and-confidence-on-white-background-happy-female-person-outfit-and-fashion-on-mockup-space-cool-and-full-body-for-trendy-clothes-photo.jpg,Real-ESRGAN_x4plus,ok,263,350,1052,1400,769,1024,0.1455,0.3225,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Real-ESRGAN_x4plus/woman-portrait-and-smile-for-style-in-studio-casual-aesthetic-and-confidence-on-white-background-happy-female-person-outfit-and-fashion-on-mockup-space-cool-and-full-body-for-trendy-clothes-photo.png,
woman-portrait-and-smile-for-style-in-studio-casual-aesthetic-and-confidence-on-white-background-happy-female-person-outfit-and-fashion-on-mockup-space-cool-and-full-body-for-trendy-clothes-photo.jpg,Swin2SR_realworld_x4,ok,263,350,1052,1400,769,1024,1.4392,1.7449,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/Swin2SR_realworld_x4/woman-portrait-and-smile-for-style-in-studio-casual-aesthetic-and-confidence-on-white-background-happy-female-person-outfit-and-fashion-on-mockup-space-cool-and-full-body-for-trendy-clothes-photo.png,
woman-portrait-and-smile-for-style-in-studio-casual-aesthetic-and-confidence-on-white-background-happy-female-person-outfit-and-fashion-on-mockup-space-cool-and-full-body-for-trendy-clothes-photo.jpg,UltraSharpV2,ok,263,350,1052,1400,769,1024,13.4389,13.6542,/Users/kiran/Documents/github/clients/glamify/hybrid_vto_v1/ai/tmp/low_res_batch_results_20260410/results/UltraSharpV2/woman-portrait-and-smile-for-style-in-studio-casual-aesthetic-and-confidence-on-white-background-happy-female-person-outfit-and-fashion-on-mockup-space-cool-and-full-body-for-trendy-clothes-photo.png,
