person_id,split,shot_id,pose_id,pose_description,angle_id,angle_description,background_id,lighting_id,garment_slot,garment_id,garment_type,camera_distance_class,quality_flags
person_002,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_002__G_core_1,tbd,full_body_mid_distance,[]
person_002,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_002__G_core_1,tbd,full_body_mid_distance,[]
person_002,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_002__G_core_2,tbd,full_body_mid_distance,[]
person_002,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_002__G_core_2,tbd,full_body_mid_distance,[]
person_002,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_002__G_core_2,tbd,full_body_mid_distance,[]
person_002,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_002__G_core_2,tbd,full_body_mid_distance,[]
person_002,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_002__G_rot_1,tbd,full_body_mid_distance,[]
person_002,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_002__G_rot_1,tbd,full_body_mid_distance,[]
person_002,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_002__G_rot_1,tbd,full_body_mid_distance,[]
person_002,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_002__G_rot_1,tbd,full_body_mid_distance,[]
person_002,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_002__G_rot_2,tbd,full_body_mid_distance,[]
person_002,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_002__G_rot_2,tbd,full_body_mid_distance,[]
person_002,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_002__G_rot_2,tbd,full_body_mid_distance,[]
person_002,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_002__G_rot_2,tbd,full_body_mid_distance,[]
person_002,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_002__G_rot_3,tbd,full_body_mid_distance,[]
person_002,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_002__G_rot_3,tbd,full_body_mid_distance,[]
person_002,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_002__G_rot_3,tbd,full_body_mid_distance,[]
person_002,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_002__G_rot_3,tbd,full_body_mid_distance,[]
person_003,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_003__G_core_1,tbd,full_body_mid_distance,[]
person_003,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_003__G_core_1,tbd,full_body_mid_distance,[]
person_003,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_003__G_core_1,tbd,full_body_mid_distance,[]
person_003,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_003__G_core_1,tbd,full_body_mid_distance,[]
person_003,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_003__G_core_2,tbd,full_body_mid_distance,[]
person_003,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_003__G_core_2,tbd,full_body_mid_distance,[]
person_003,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_003__G_core_2,tbd,full_body_mid_distance,[]
person_003,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_003__G_core_2,tbd,full_body_mid_distance,[]
person_003,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_003__G_rot_1,tbd,full_body_mid_distance,[]
person_003,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_003__G_rot_1,tbd,full_body_mid_distance,[]
person_003,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_003__G_rot_1,tbd,full_body_mid_distance,[]
person_003,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_003__G_rot_1,tbd,full_body_mid_distance,[]
person_003,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_003__G_rot_2,tbd,full_body_mid_distance,[]
person_003,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_003__G_rot_2,tbd,full_body_mid_distance,[]
person_003,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_003__G_rot_2,tbd,full_body_mid_distance,[]
person_003,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_003__G_rot_2,tbd,full_body_mid_distance,[]
person_003,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_003__G_rot_3,tbd,full_body_mid_distance,[]
person_003,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_003__G_rot_3,tbd,full_body_mid_distance,[]
person_003,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_003__G_rot_3,tbd,full_body_mid_distance,[]
person_003,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_003__G_rot_3,tbd,full_body_mid_distance,[]
person_004,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_004__G_core_1,tbd,full_body_mid_distance,[]
person_004,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_004__G_core_1,tbd,full_body_mid_distance,[]
person_004,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_004__G_core_1,tbd,full_body_mid_distance,[]
person_004,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_004__G_core_1,tbd,full_body_mid_distance,[]
person_004,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_004__G_core_2,tbd,full_body_mid_distance,[]
person_004,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_004__G_core_2,tbd,full_body_mid_distance,[]
person_004,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_004__G_core_2,tbd,full_body_mid_distance,[]
person_004,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_004__G_core_2,tbd,full_body_mid_distance,[]
person_004,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_004__G_rot_1,tbd,full_body_mid_distance,[]
person_004,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_004__G_rot_1,tbd,full_body_mid_distance,[]
person_004,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_004__G_rot_1,tbd,full_body_mid_distance,[]
person_004,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_004__G_rot_1,tbd,full_body_mid_distance,[]
person_004,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_004__G_rot_2,tbd,full_body_mid_distance,[]
person_004,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_004__G_rot_2,tbd,full_body_mid_distance,[]
person_004,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_004__G_rot_2,tbd,full_body_mid_distance,[]
person_004,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_004__G_rot_2,tbd,full_body_mid_distance,[]
person_004,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_004__G_rot_3,tbd,full_body_mid_distance,[]
person_004,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_004__G_rot_3,tbd,full_body_mid_distance,[]
person_004,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_004__G_rot_3,tbd,full_body_mid_distance,[]
person_004,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_004__G_rot_3,tbd,full_body_mid_distance,[]
person_005,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_005__G_core_1,tbd,full_body_mid_distance,[]
person_005,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_005__G_core_1,tbd,full_body_mid_distance,[]
person_005,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_005__G_core_1,tbd,full_body_mid_distance,[]
person_005,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_005__G_core_1,tbd,full_body_mid_distance,[]
person_005,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_005__G_core_2,tbd,full_body_mid_distance,[]
person_005,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_005__G_core_2,tbd,full_body_mid_distance,[]
person_005,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_005__G_core_2,tbd,full_body_mid_distance,[]
person_005,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_005__G_core_2,tbd,full_body_mid_distance,[]
person_005,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_005__G_rot_1,tbd,full_body_mid_distance,[]
person_005,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_005__G_rot_1,tbd,full_body_mid_distance,[]
person_005,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_005__G_rot_1,tbd,full_body_mid_distance,[]
person_005,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_005__G_rot_1,tbd,full_body_mid_distance,[]
person_005,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_005__G_rot_2,tbd,full_body_mid_distance,[]
person_005,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_005__G_rot_2,tbd,full_body_mid_distance,[]
person_005,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_005__G_rot_2,tbd,full_body_mid_distance,[]
person_005,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_005__G_rot_2,tbd,full_body_mid_distance,[]
person_005,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_005__G_rot_3,tbd,full_body_mid_distance,[]
person_005,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_005__G_rot_3,tbd,full_body_mid_distance,[]
person_005,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_005__G_rot_3,tbd,full_body_mid_distance,[]
person_005,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_005__G_rot_3,tbd,full_body_mid_distance,[]
person_006,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_006__G_core_1,tbd,full_body_mid_distance,[]
person_006,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_006__G_core_1,tbd,full_body_mid_distance,[]
person_006,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_006__G_core_1,tbd,full_body_mid_distance,[]
person_006,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_006__G_core_1,tbd,full_body_mid_distance,[]
person_006,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_006__G_core_2,tbd,full_body_mid_distance,[]
person_006,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_006__G_core_2,tbd,full_body_mid_distance,[]
person_006,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_006__G_core_2,tbd,full_body_mid_distance,[]
person_006,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_006__G_core_2,tbd,full_body_mid_distance,[]
person_006,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_006__G_rot_1,tbd,full_body_mid_distance,[]
person_006,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_006__G_rot_1,tbd,full_body_mid_distance,[]
person_006,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_006__G_rot_1,tbd,full_body_mid_distance,[]
person_006,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_006__G_rot_1,tbd,full_body_mid_distance,[]
person_006,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_006__G_rot_2,tbd,full_body_mid_distance,[]
person_006,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_006__G_rot_2,tbd,full_body_mid_distance,[]
person_006,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_006__G_rot_2,tbd,full_body_mid_distance,[]
person_006,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_006__G_rot_2,tbd,full_body_mid_distance,[]
person_006,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_006__G_rot_3,tbd,full_body_mid_distance,[]
person_006,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_006__G_rot_3,tbd,full_body_mid_distance,[]
person_006,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_006__G_rot_3,tbd,full_body_mid_distance,[]
person_006,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_006__G_rot_3,tbd,full_body_mid_distance,[]
person_007,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_007__G_core_1,tbd,full_body_mid_distance,[]
person_007,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_007__G_core_1,tbd,full_body_mid_distance,[]
person_007,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_007__G_core_1,tbd,full_body_mid_distance,[]
person_007,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_007__G_core_1,tbd,full_body_mid_distance,[]
person_007,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_007__G_core_2,tbd,full_body_mid_distance,[]
person_007,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_007__G_core_2,tbd,full_body_mid_distance,[]
person_007,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_007__G_core_2,tbd,full_body_mid_distance,[]
person_007,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_007__G_core_2,tbd,full_body_mid_distance,[]
person_007,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_007__G_rot_1,tbd,full_body_mid_distance,[]
person_007,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_007__G_rot_1,tbd,full_body_mid_distance,[]
person_007,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_007__G_rot_1,tbd,full_body_mid_distance,[]
person_007,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_007__G_rot_1,tbd,full_body_mid_distance,[]
person_007,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_007__G_rot_2,tbd,full_body_mid_distance,[]
person_007,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_007__G_rot_2,tbd,full_body_mid_distance,[]
person_007,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_007__G_rot_2,tbd,full_body_mid_distance,[]
person_007,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_007__G_rot_2,tbd,full_body_mid_distance,[]
person_007,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_007__G_rot_3,tbd,full_body_mid_distance,[]
person_007,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_007__G_rot_3,tbd,full_body_mid_distance,[]
person_007,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_007__G_rot_3,tbd,full_body_mid_distance,[]
person_007,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_007__G_rot_3,tbd,full_body_mid_distance,[]
person_008,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_008__G_core_1,tbd,full_body_mid_distance,[]
person_008,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_008__G_core_1,tbd,full_body_mid_distance,[]
person_008,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_008__G_core_1,tbd,full_body_mid_distance,[]
person_008,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_008__G_core_1,tbd,full_body_mid_distance,[]
person_008,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_008__G_core_2,tbd,full_body_mid_distance,[]
person_008,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_008__G_core_2,tbd,full_body_mid_distance,[]
person_008,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_008__G_core_2,tbd,full_body_mid_distance,[]
person_008,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_008__G_core_2,tbd,full_body_mid_distance,[]
person_008,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_008__G_rot_1,tbd,full_body_mid_distance,[]
person_008,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_008__G_rot_1,tbd,full_body_mid_distance,[]
person_008,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_008__G_rot_1,tbd,full_body_mid_distance,[]
person_008,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_008__G_rot_1,tbd,full_body_mid_distance,[]
person_008,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_008__G_rot_2,tbd,full_body_mid_distance,[]
person_008,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_008__G_rot_2,tbd,full_body_mid_distance,[]
person_008,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_008__G_rot_2,tbd,full_body_mid_distance,[]
person_008,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_008__G_rot_2,tbd,full_body_mid_distance,[]
person_008,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_008__G_rot_3,tbd,full_body_mid_distance,[]
person_008,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_008__G_rot_3,tbd,full_body_mid_distance,[]
person_008,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_008__G_rot_3,tbd,full_body_mid_distance,[]
person_008,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_008__G_rot_3,tbd,full_body_mid_distance,[]
person_009,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_009__G_core_1,tbd,full_body_mid_distance,[]
person_009,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_009__G_core_1,tbd,full_body_mid_distance,[]
person_009,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_009__G_core_1,tbd,full_body_mid_distance,[]
person_009,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_009__G_core_1,tbd,full_body_mid_distance,[]
person_009,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_009__G_core_2,tbd,full_body_mid_distance,[]
person_009,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_009__G_core_2,tbd,full_body_mid_distance,[]
person_009,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_009__G_core_2,tbd,full_body_mid_distance,[]
person_009,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_009__G_core_2,tbd,full_body_mid_distance,[]
person_009,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_009__G_rot_1,tbd,full_body_mid_distance,[]
person_009,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_009__G_rot_1,tbd,full_body_mid_distance,[]
person_009,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_009__G_rot_1,tbd,full_body_mid_distance,[]
person_009,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_009__G_rot_1,tbd,full_body_mid_distance,[]
person_009,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_009__G_rot_2,tbd,full_body_mid_distance,[]
person_009,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_009__G_rot_2,tbd,full_body_mid_distance,[]
person_009,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_009__G_rot_2,tbd,full_body_mid_distance,[]
person_009,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_009__G_rot_2,tbd,full_body_mid_distance,[]
person_009,train,17,P5,Motion pose (step/walk freeze),A1,Front,B1,L1,G_rot_3,person_009__G_rot_3,tbd,full_body_mid_distance,[]
person_009,train,18,P5,Motion pose (step/walk freeze),A2,30° left,B1,L2,G_rot_3,person_009__G_rot_3,tbd,full_body_mid_distance,[]
person_009,train,19,P5,Motion pose (step/walk freeze),A3,30° right,B2,L1,G_rot_3,person_009__G_rot_3,tbd,full_body_mid_distance,[]
person_009,train,20,P5,Motion pose (step/walk freeze),A4,Near profile,B2,L2,G_rot_3,person_009__G_rot_3,tbd,full_body_mid_distance,[]
person_010,train,01,P1,"Standing neutral, arms relaxed",A1,Front,B1,L1,G_core_1,person_010__G_core_1,tbd,full_body_mid_distance,[]
person_010,train,02,P1,"Standing neutral, arms relaxed",A2,30° left,B1,L1,G_core_1,person_010__G_core_1,tbd,full_body_mid_distance,[]
person_010,train,03,P1,"Standing neutral, arms relaxed",A3,30° right,B1,L1,G_core_1,person_010__G_core_1,tbd,full_body_mid_distance,[]
person_010,train,04,P1,"Standing neutral, arms relaxed",A4,Near profile,B1,L2,G_core_1,person_010__G_core_1,tbd,full_body_mid_distance,[]
person_010,train,05,P2,Standing contrapposto (weight shift),A1,Front,B2,L1,G_core_2,person_010__G_core_2,tbd,full_body_mid_distance,[]
person_010,train,06,P2,Standing contrapposto (weight shift),A2,30° left,B2,L1,G_core_2,person_010__G_core_2,tbd,full_body_mid_distance,[]
person_010,train,07,P2,Standing contrapposto (weight shift),A3,30° right,B2,L2,G_core_2,person_010__G_core_2,tbd,full_body_mid_distance,[]
person_010,train,08,P2,Standing contrapposto (weight shift),A4,Near profile,B2,L2,G_core_2,person_010__G_core_2,tbd,full_body_mid_distance,[]
person_010,train,09,P3,"Seated upright, knees forward",A1,Front,B1,L2,G_rot_1,person_010__G_rot_1,tbd,full_body_mid_distance,[]
person_010,train,10,P3,"Seated upright, knees forward",A2,30° left,B1,L2,G_rot_1,person_010__G_rot_1,tbd,full_body_mid_distance,[]
person_010,train,11,P3,"Seated upright, knees forward",A3,30° right,B3,L1,G_rot_1,person_010__G_rot_1,tbd,full_body_mid_distance,[]
person_010,train,12,P3,"Seated upright, knees forward",A4,Near profile,B3,L1,G_rot_1,person_010__G_rot_1,tbd,full_body_mid_distance,[]
person_010,train,13,P4,Seated side posture,A1,Front,B2,L2,G_rot_2,person_010__G_rot_2,tbd,full_body_mid_distance,[]
person_010,train,14,P4,Seated side posture,A2,30° left,B2,L2,G_rot_2,person_010__G_rot_2,tbd,full_body_mid_distance,[]
person_010,train,15,P4,Seated side posture,A3,30° right,B3,L1,G_rot_2,person_010__G_rot_2,tbd,full_body_mid_distance,[]
person_010,train,16,P4,Seated side posture,A4,Near profile,B3,L2,G_rot_2,person_010__G_rot_2,tbd,full_body_mid_distance,[]
