src_file,out_file,codec,src_w,src_h,out_w,out_h,resized,src_bytes,out_bytes,saved_bytes,saved_pct,psnr_db,error
pexels-libin-joseph-823730877-20544949.jpg,pexels-libin-joseph-823730877-20544949.jpg,JPEG,4672,7008,1365,2048,True,3104121,990669,2113452,68.09,40.647,
pexels-magdy-_-talat-2157812504-34974315.jpg,pexels-magdy-_-talat-2157812504-34974315.jpg,JPEG,3840,5760,1365,2048,True,1180961,600164,580797,49.18,44.784,
pexels-magdy-_-talat-2157812504-34974319.jpg,pexels-magdy-_-talat-2157812504-34974319.jpg,JPEG,3840,5760,1365,2048,True,1254092,623221,630871,50.31,44.519,
pexels-manekaperera-15467336.jpg,pexels-manekaperera-15467336.jpg,JPEG,4480,6720,1365,2048,True,2930258,681784,2248474,76.73,41.98,
pexels-marcelochagas-2005014.jpg,pexels-marcelochagas-2005014.jpg,JPEG,3456,5184,1365,2048,True,1246704,607623,639081,51.26,43.539,
pexels-marlon-alves-2016519-7196168.jpg,pexels-marlon-alves-2016519-7196168.jpg,JPEG,3915,5872,1365,2048,True,682685,523846,158839,23.27,46.138,
pexels-maximil1-32129515.jpg,pexels-maximil1-32129515.jpg,JPEG,4000,6000,1365,2048,True,2752029,1280810,1471219,53.46,38.908,
pexels-mehmet-altintas-392989477-31615337.jpg,pexels-mehmet-altintas-392989477-31615337.jpg,JPEG,3942,7008,1152,2048,True,1922136,463758,1458378,75.87,44.384,
pexels-miguel-rodriguez-1844391833-32084273.jpg,pexels-miguel-rodriguez-1844391833-32084273.jpg,JPEG,3324,4986,1365,2048,True,533002,352728,180274,33.82,46.854,
pexels-mihaela-claudia-puscas-836545137-31969034.jpg,pexels-mihaela-claudia-puscas-836545137-31969034.jpg,JPEG,2384,4240,1152,2048,True,917215,556018,361197,39.38,41.882,
pexels-mikhail-nilov-7682078.jpg,pexels-mikhail-nilov-7682078.jpg,JPEG,5117,7672,1366,2048,True,3215711,788554,2427157,75.48,42.044,
pexels-moe-magners-6669026.jpg,pexels-moe-magners-6669026.jpg,JPEG,3510,5260,1367,2048,True,1093697,448725,644972,58.97,44.807,
pexels-moises-caro-photographer-296475578-14603123.jpg,pexels-moises-caro-photographer-296475578-14603123.jpg,JPEG,4000,6000,1365,2048,True,2536719,818098,1718621,67.75,41.368,
pexels-moises-caro-photographer-296475578-14944705.jpg,pexels-moises-caro-photographer-296475578-14944705.jpg,JPEG,3684,5526,1365,2048,True,2942859,781842,2161017,73.43,40.943,
pexels-muhammad-dzaki-zaidan-23516854-7262857.jpg,pexels-muhammad-dzaki-zaidan-23516854-7262857.jpg,JPEG,4000,6000,1365,2048,True,1242412,531513,710899,57.22,44.807,
pexels-nandamends-11862262.jpg,pexels-nandamends-11862262.jpg,JPEG,3437,4981,1413,2048,True,1367320,831823,535497,39.16,42.541,
pexels-nayla-bernardes-1673442920-28262530.jpg,pexels-nayla-bernardes-1673442920-28262530.jpg,JPEG,4160,6240,1365,2048,True,1784119,698639,1085480,60.84,42.793,
pexels-onzeseis-3396670-7762038.jpg,pexels-onzeseis-3396670-7762038.jpg,JPEG,1798,2697,1365,2048,True,383206,630491,-247285,-64.53,45.368,
pexels-pedro-photo-333886914-15676270.jpg,pexels-pedro-photo-333886914-15676270.jpg,JPEG,3456,5184,1365,2048,True,1399523,677393,722130,51.6,43.181,
pexels-phamthe-24205650.jpg,pexels-phamthe-24205650.jpg,JPEG,3744,5616,1365,2048,True,1967804,1018518,949286,48.24,40.862,
pexels-prashant-purbey-295721470-15561981.jpg,pexels-prashant-purbey-295721470-15561981.jpg,JPEG,3648,5472,1365,2048,True,1319945,543506,776439,58.82,43.201,
pexels-rajeshverma-13057800.jpg,pexels-rajeshverma-13057800.jpg,JPEG,4160,6240,1365,2048,True,687351,363932,323419,47.05,47.328,
pexels-rakesh-mondal-3337884-19152364.jpg,pexels-rakesh-mondal-3337884-19152364.jpg,JPEG,4160,6240,1365,2048,True,1263465,551285,712180,56.37,43.455,
pexels-redwolf-44736300-13908744.jpg,pexels-redwolf-44736300-13908744.jpg,JPEG,4000,5000,1638,2048,True,2286900,880798,1406102,61.49,41.67,
pexels-ricardopandda-29605578.jpg,pexels-ricardopandda-29605578.jpg,JPEG,2000,3000,1365,2048,True,587784,753807,-166023,-28.25,42.506,
pexels-roberto-hund-5356252.jpg,pexels-roberto-hund-5356252.jpg,JPEG,4000,6000,1365,2048,True,2559835,794742,1765093,68.95,41.614,
pexels-ronailson-5854482.jpg,pexels-ronailson-5854482.jpg,JPEG,3696,5536,1367,2048,True,2231858,842659,1389199,62.24,41.297,
pexels-sandro-tavares-260503371-17381497.jpg,pexels-sandro-tavares-260503371-17381497.jpg,JPEG,3219,4829,1365,2048,True,1344926,604018,740908,55.09,42.445,
pexels-saulo-leite-1491182-9616904.jpg,pexels-saulo-leite-1491182-9616904.jpg,JPEG,3181,4772,1365,2048,True,1598522,840594,757928,47.41,40.881,
pexels-seats-photographix-1039095083-20472234.jpg,pexels-seats-photographix-1039095083-20472234.jpg,JPEG,4024,6048,1363,2048,True,2192933,598413,1594520,72.71,43.279,
pexels-shazardr-13262282.jpg,pexels-shazardr-13262282.jpg,JPEG,3456,5184,1365,2048,True,3462704,880363,2582341,74.58,39.476,
pexels-shazardr-14156587.jpg,pexels-shazardr-14156587.jpg,JPEG,3456,5184,1365,2048,True,3333907,774969,2558938,76.75,40.172,
pexels-shvetsa-5641859.jpg,pexels-shvetsa-5641859.jpg,JPEG,4160,6240,1365,2048,True,2883073,875646,2007427,69.63,40.248,
pexels-stephanie-lima-455905576-16051529.jpg,pexels-stephanie-lima-455905576-16051529.jpg,JPEG,4016,6016,1367,2048,True,4444142,948123,3496019,78.67,38.689,
pexels-sushantphotographyy-745299-5922739.jpg,pexels-sushantphotographyy-745299-5922739.jpg,JPEG,4000,6000,1365,2048,True,2411230,992911,1418319,58.82,41.02,
pexels-tiago-silva-105200251-10841718.jpg,pexels-tiago-silva-105200251-10841718.jpg,JPEG,4000,6000,1365,2048,True,1129759,550973,578786,51.23,44.047,
pexels-umudicreative-20021010.jpg,pexels-umudicreative-20021010.jpg,JPEG,4160,6240,1365,2048,True,2180221,803392,1376829,63.15,41.282,
pexels-uriel-mont-6280542.jpg,pexels-uriel-mont-6280542.jpg,JPEG,4000,6000,1365,2048,True,2718755,948870,1769885,65.1,41.234,
pexels-usman-umar-340351639-27081782.jpg,pexels-usman-umar-340351639-27081782.jpg,JPEG,2592,3888,1365,2048,True,1325683,940707,384976,29.04,39.777,
pexels-vika-glitter-392079-35884663.jpg,pexels-vika-glitter-392079-35884663.jpg,JPEG,2667,4000,1366,2048,True,747543,550330,197213,26.38,44.33,
pexels-vinicius-wiesehofer-289347-4219913.jpg,pexels-vinicius-wiesehofer-289347-4219913.jpg,JPEG,3399,4838,1439,2048,True,1221471,723096,498375,40.8,42.743,
pexels-walter-segura-70980232-9659700.jpg,pexels-walter-segura-70980232-9659700.jpg,JPEG,4000,6000,1365,2048,True,1902426,768144,1134282,59.62,41.592,
pexels-wesleydavi-9225847.jpg,pexels-wesleydavi-9225847.jpg,JPEG,3648,5472,1365,2048,True,2646507,1102868,1543639,58.33,39.599,
pexels-wjretratos-14535701.jpg,pexels-wjretratos-14535701.jpg,JPEG,3648,5472,1365,2048,True,2371794,978525,1393269,58.74,40.317,
pexels-wolfart-34750099.jpg,pexels-wolfart-34750099.jpg,JPEG,3663,5495,1365,2048,True,1068518,441082,627436,58.72,45.429,
pexels-zanchetta-4189806.jpg,pexels-zanchetta-4189806.jpg,JPEG,3456,5184,1365,2048,True,2367713,953603,1414110,59.72,40.795,
pexels-zulfugarkarimov-33670756.jpg,pexels-zulfugarkarimov-33670756.jpg,JPEG,4000,6000,1365,2048,True,1981009,867439,1113570,56.21,41.464,
pretty-blonde-woman-using-phone-outside-park.jpg,pretty-blonde-woman-using-phone-outside-park.jpg,JPEG,3360,5040,1365,2048,True,7408416,629187,6779229,91.51,43.461,
shot-beautiful-young-businesswoman-wearing-blue-chifon-shirt-while-standing-street-with-folded-arms.jpg,shot-beautiful-young-businesswoman-wearing-blue-chifon-shirt-while-standing-street-with-folded-arms.jpg,JPEG,4000,6000,1365,2048,True,11078044,498842,10579202,95.5,44.574,
test1.png,test1.png,PNG,816,1446,816,1446,False,1763212,1153425,609787,34.58,99.0,
